,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,9144,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120221218.02997445,120221218.02997445,True,,2,,,,2024-07-17T13:58:00.000Z,3471.4033662322176,19027829533.511368,-5.0323,0.45528757,1.85315055,11.96140005,-0.57908968,11.56423161,14.26708158,417336340961.79065,17.4456,417336340961.79,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
2,825,Tether USDt,USDT,tether,91769,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113224555138.6441,117072162581.7876,True,,3,,,,2024-07-17T13:58:00.000Z,1.0000890942871221,69852609852.41382,-6.433,-0.0168283,-0.03416473,-0.00313938,0.09860863,-0.03430581,-0.01944058,113234642799.6689,4.7335,117082593042.65,,2024-07-17T13:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-17 15:00:42.242808
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147582063.64074716,147582063.64074716,False,,4,,,,2024-07-17T13:58:00.000Z,578.0676535317118,1869102238.4901638,-8.8672,0.33020351,1.44757749,10.17309438,-3.03538739,0.46061542,6.27363694,85312417232.17447,3.5662,85312417232.17,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
4,5426,Solana,SOL,solana,705,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464175202.8683296,580286720.182309,True,,5,,,,2024-07-17T13:58:00.000Z,161.63335272795115,2622930953.8357534,-8.5599,0.49255249,3.24150927,14.08290233,13.75162599,-6.76489419,20.49477088,75026194292.785,3.1363,93793688126.57,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
5,52,XRP,XRP,xrp,1354,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,6,,,,2024-07-17T13:59:00.000Z,0.6154587559771708,3969090051.6763334,64.2587,-1.17380268,10.10766815,41.31794826,22.67509029,18.34915129,24.25703187,34345884808.936287,1.4357,61545875597.72,,2024-07-17T13:59:00.000Z,,,,,,2024-07-17 15:00:42.242808
6,3408,USDC,USDC,usd-coin,21020,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33889138092.23235,33889138092.23235,False,,7,,,,2024-07-17T13:58:00.000Z,0.999932532565734,7240528387.640588,-8.715,-0.01255849,-0.00523371,-0.02254319,0.00303666,-0.01127114,-0.01214103,33886851679.03578,1.417,33886851679.04,,2024-07-17T13:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-17 15:00:42.242808
7,74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145153006383.70523,145153006383.70523,True,,8,,,,2024-07-17T13:59:00.000Z,0.12583623670958158,823102453.4209123,-21.8298,0.91108352,2.70832204,15.95986673,-4.81314223,-17.42583357,-14.65401666,18265508070.407337,0.7635,18265508070.41,,2024-07-17T13:59:00.000Z,,,,,,2024-07-17 15:00:42.242808
8,11419,Toncoin,TON,toncoin,462,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2512031711.9101076,5109104830.319189,True,,9,3414166606.0,24747441456.04802,,2024-07-17T13:58:00.000Z,7.248457474968349,253873471.63415378,-11.7098,0.25413648,-1.2021118,-0.48481603,-6.80002792,13.03496274,17.80256347,18208355039.552357,0.7611,37033129097.72,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
9,2010,Cardano,ADA,cardano,1213,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35886674271.917,37048613783.371,False,,10,,,,2024-07-17T13:58:00.000Z,0.4540500169908667,415121079.12694824,-15.4871,1.28638481,4.12375278,18.77279788,13.54048149,-4.83805145,1.6760919,16294345062.909613,0.6811,20432250764.59,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
10,1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87106728018.40671,87106810473.25589,True,,11,71659659264.0,9650600353.572823,,2024-07-17T13:58:00.000Z,0.13467270780648324,310694420.936136,-30.7999,0.19269843,0.71718061,3.17702134,15.27689746,9.11548803,24.95430872,11730898930.401693,0.4904,11730910034.82,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
11,5994,Shiba Inu,SHIB,shiba-inu,846,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270743113993.8,589519212467867.4,False,,12,,,,2024-07-17T13:58:00.000Z,1.930462902833212e-05,472495885.24521184,-35.0258,0.36087951,0.98823826,17.56267887,-1.41580739,-21.41159839,-13.37748972,11375653093.065245,0.4755,11380449701.77,,2024-07-17T13:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-17 15:00:42.242808
12,5805,Avalanche,AVAX,avalanche,752,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394688365.8701091,444034735.8701091,False,,13,,,,2024-07-17T13:58:00.000Z,28.55914569192597,446659643.97676164,5.7581,1.27084404,3.89324081,8.67295561,1.32858553,-22.98994779,-16.46717661,11271962543.792627,0.4712,20441171944.73,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
13,6636,Polkadot,DOT,polkadot-new,793,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1469841794.9631672,9577737121.59622,,2024-07-17T13:58:00.000Z,6.516168715855728,202039066.73552802,-8.4046,1.04177238,3.55033128,7.05442385,6.22867673,-8.08523713,-1.67099529,9369947164.338562,0.3917,9369947164.34,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
14,1975,Chainlink,LINK,chainlink,1817,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-17T13:58:00.000Z,14.432912016853551,341246609.5247295,-13.3657,0.58344854,2.04582125,12.60142785,2.02258241,-11.09139602,8.61592278,8776653370.996315,0.3669,14432912016.85,,2024-07-17T13:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-17 15:00:42.242808
15,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19734031.25,19734031.25,False,,16,,,,2024-07-17T13:58:00.000Z,382.9613361790209,357120652.9867719,-2.5448,0.65749781,0.16422808,13.65817994,-7.1219712,-19.52658387,-19.67182722,7557370975.698554,0.3159,8042188059.76,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
16,6535,NEAR Protocol,NEAR,near-protocol,426,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1102750969.0,1200785833.0,False,,17,,,,2024-07-17T13:59:00.000Z,6.234525358798905,408083941.9058986,-17.1566,1.85407213,1.33066346,35.2030222,19.64770028,-21.71225678,10.02744656,6875128880.670565,0.2874,7486329726.32,,2024-07-17T13:59:00.000Z,,,,,,2024-07-17 15:00:42.242808
17,3890,Polygon,MATIC,polygon,1416,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9897683258.619154,10000000000.0,False,,18,,,,2024-07-17T13:58:00.000Z,0.5560086708641649,255470729.5498797,-10.7644,0.81893902,4.26457909,9.82211055,-5.92781493,-21.69166452,-17.50226773,5503197713.259333,0.2301,5560086708.64,,2024-07-17T13:58:00.000Z,,,,,,2024-07-17 15:00:42.242808
18,2,Litecoin,LTC,litecoin,1209,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74760106.1075049,84000000.0,False,,19,,,,2024-07-17T13:59:00.000Z,73.16881649168452,322659931.30273396,-17.4191,0.58249624,1.06171424,10.54231775,-4.89854598,-12.63025896,-9.86314517,5470108484.678889,0.2287,6146180585.3,,2024-07-17T13:59:00.000Z,,,,,,2024-07-17 15:00:42.242808
19,3957,UNUS SED LEO,LEO,unus-sed-leo,48,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925969189.9,985239504.0,False,,20,,,,2024-07-17T13:58:00.000Z,5.8491040743389275,836982.20126637,39.5296,-0.00855453,0.25432281,0.60594646,2.21439878,-0.85150473,-0.19731503,5416090161.356406,0.2264,5762768397.05,,2024-07-17T13:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-07-17 15:00:42.242808
0,1,Bitcoin,BTC,bitcoin,11605,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19726928.0,19726928.0,False,,1,,,,2024-07-17T14:02:00.000Z,65171.97427950483,37370510100.9719,-8.4047,0.59813716,2.70378424,12.78455588,0.11830432,-2.52693027,3.78747422,1285642844229.6436,53.7486,1368611459869.6,,2024-07-17T14:02:00.000Z,,,,,,2024-07-17 15:03:10.271646
1,1027,Ethereum,ETH,ethereum,9144,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120221218.02997445,120221218.02997445,True,,2,,,,2024-07-17T14:01:00.000Z,3468.395049998,19056137715.667595,-4.9124,0.35378909,2.1322545,11.77042815,-0.72103208,11.58694522,13.87579375,416974677519.8937,17.4305,416974677519.89,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
2,825,Tether USDt,USDT,tether,91769,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113224555138.6441,117072162581.7876,True,,3,,,,2024-07-17T14:01:00.000Z,1.0003644767152173,69939707547.22855,-6.361,0.02563729,-0.00464927,0.04530095,0.12931451,-0.00737147,0.00841351,113265822852.58298,4.7348,117114832659.05,,2024-07-17T14:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-17 15:03:10.271646
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147582062.24479175,147582062.24479175,False,,4,,,,2024-07-17T14:01:00.000Z,578.5015807306332,1869586271.6737664,-8.8276,0.39034983,1.92558763,10.11452188,-2.99432105,0.55207436,5.86468852,85376456296.09872,3.5689,85376456296.1,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
4,5426,Solana,SOL,solana,705,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464175099.1672125,580286616.5740854,True,,5,,,,2024-07-17T14:01:00.000Z,161.81999156633827,2626388258.2835712,-8.4043,0.56526952,3.94978946,14.16175064,13.66393098,-6.76328661,20.34703314,75112810632.54256,3.1399,93901975400.08,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
5,52,XRP,XRP,xrp,1354,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,6,,,,2024-07-17T14:02:00.000Z,0.6157997950657991,3912195747.727906,61.5424,-1.376503,10.27765843,41.25764771,22.76736927,18.44489555,24.19249498,34364916611.05075,1.4367,61579979506.58,,2024-07-17T14:02:00.000Z,,,,,,2024-07-17 15:03:10.271646
6,3408,USDC,USDC,usd-coin,21020,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33880577688.29899,33880577688.29899,False,,7,,,,2024-07-17T14:01:00.000Z,1.0001908856859774,7250806430.83429,-8.51,0.02525504,0.02389273,0.02574694,0.03000203,0.02111707,0.01932402,33887045005.612328,1.417,33887045005.61,,2024-07-17T14:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-17 15:03:10.271646
7,74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145153296383.7052,145153296383.7052,True,,8,,,,2024-07-17T14:02:00.000Z,0.1258936708850546,822542460.8971549,-21.6756,0.96894093,3.38031671,15.72128729,-4.84956684,-17.32300141,-14.87778184,18273881322.810966,0.764,18273881322.81,,2024-07-17T14:02:00.000Z,,,,,,2024-07-17 15:03:10.271646
8,11419,Toncoin,TON,toncoin,462,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2512034243.3543954,5109107452.767386,True,,9,3414166606.0,24753441054.071857,,2024-07-17T14:01:00.000Z,7.250214740713171,253461083.97987747,-12.1729,0.32613744,-1.03070842,-0.54153952,-6.77415515,13.07992875,17.47597294,18212787700.344296,0.7613,37042126165.94,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
9,2010,Cardano,ADA,cardano,1213,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35886700198.852,37048613783.371,False,,10,,,,2024-07-17T14:01:00.000Z,0.4548426065928789,418320731.309612,-15.0692,1.4041121,4.66453222,18.90911924,13.65114585,-4.65253532,1.55773676,16322800260.463028,0.6823,20467917296.68,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
10,1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87106728018.40671,87106810473.25589,True,,11,71659659264.0,9649414760.524788,,2024-07-17T14:01:00.000Z,0.13465616302996308,310736628.1369437,-30.8616,0.17616803,0.77049314,3.18167096,15.23356271,9.1078137,24.6603766,11729457769.053226,0.4903,11729468872.11,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
11,5994,Shiba Inu,SHIB,shiba-inu,846,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270743113993.8,589519212467867.4,False,,12,,,,2024-07-17T14:01:00.000Z,1.932607177792324e-05,472295545.54728997,-35.0716,0.46991726,1.82833318,17.53412651,-1.44845413,-21.25088604,-13.63092519,11388288678.05121,0.4761,11393090614.62,,2024-07-17T14:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-17 15:03:10.271646
12,5805,Avalanche,AVAX,avalanche,752,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394688311.02843076,444034681.02843076,False,,13,,,,2024-07-17T14:01:00.000Z,28.52724592533633,447422821.391302,5.8457,1.10612013,4.34807414,8.41096399,1.07482053,-23.03097007,-16.922698,11259370512.56368,0.4707,20418339727.66,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
13,6636,Polkadot,DOT,polkadot-new,793,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1469841794.9631672,9589392316.018118,,2024-07-17T14:02:00.000Z,6.524098272942647,202436108.0631922,-8.0209,1.09964848,3.96636807,7.16257921,6.27584655,-7.91678242,-1.84754643,9381349498.160927,0.3922,9381349498.16,,2024-07-17T14:02:00.000Z,,,,,,2024-07-17 15:03:10.271646
14,1975,Chainlink,LINK,chainlink,1817,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-17T14:01:00.000Z,14.44128877440057,339965009.8070962,-13.9941,0.65480357,2.7408669,12.54406938,1.93147515,-11.1893594,8.44700023,8781747277.013147,0.3671,14441288774.4,,2024-07-17T14:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-17 15:03:10.271646
15,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19734046.875,19734046.875,False,,16,,,,2024-07-17T14:01:00.000Z,383.2448252434667,357491239.3376301,-2.4854,0.69000552,0.67626547,13.71030495,-7.05801868,-19.44582501,-19.72769405,7562971345.955755,0.3161,8048141330.11,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
16,6535,NEAR Protocol,NEAR,near-protocol,426,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1102750969.0,1200876830.0,False,,17,,,,2024-07-17T14:02:00.000Z,6.232956157335506,407943601.822892,-17.279,1.95746677,1.52894464,35.33505476,19.45403188,-21.51683417,9.57453955,6873398442.236246,0.2874,7485012631.75,,2024-07-17T14:02:00.000Z,,,,,,2024-07-17 15:03:10.271646
17,3890,Polygon,MATIC,polygon,1416,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9897683258.619154,10000000000.0,False,,18,,,,2024-07-17T14:01:00.000Z,0.5563902004704647,255852991.4498353,-10.8492,0.85807665,4.70171944,9.7677847,-6.06007756,-21.65214564,-17.59697941,5506973972.456274,0.2303,5563902004.7,,2024-07-17T14:01:00.000Z,,,,,,2024-07-17 15:03:10.271646
18,2,Litecoin,LTC,litecoin,1209,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74760174.8575049,84000000.0,False,,19,,,,2024-07-17T14:02:00.000Z,73.16933882771092,321271966.15148133,-17.1096,0.54297946,1.17735176,10.47023158,-4.8605836,-12.60779875,-9.88051974,5470152564.967691,0.2287,6146224461.53,,2024-07-17T14:02:00.000Z,,,,,,2024-07-17 15:03:10.271646
